utility,event_year,label,filename,listing,source_url
SCE,2019,"Jul. 9-21, 2019 Potential Pro-Active De-Energization Report",sce-psps-postevent-report-july-921-2019-822019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-july-921-2019-822019.pdf
SCE,2019,"Nov. 15-17, 2019 Proactive De-Energization Post Event Report",sce-psps-postevent-report-nov-1517-2019-1222019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-nov-1517-2019-1222019.pdf
SCE,2019,"Oct. 12-21, 2019 Pro-Active De-Energization Post Event Report",sce-psps-postevent-report-oct-1221-2019-1112019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-oct-1221-2019-1112019.pdf
SCE,2019,"Sept. 21-Oct. 1, 2019: Pro-Active De-Energization Post Event Report",sce-psps-postevent-report-sept-21oct1-2019-10152019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-report-sept-21oct1-2019-10152019.pdf
SCE,2019,"Aug. 12-17, 2019 Potential Pro-Active De-Energization Report",sce-psps-postevent-reportaug-1217-2019-8302019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportaug-1217-2019-8302019.pdf
SCE,2019,"Aug. 3-10, 2019: Pro-Active De-Energization Post Event Report",sce-psps-postevent-reportaug-310-2019-8222019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportaug-310-2019-8222019.pdf
SCE,2019,"Jul. 22-28, 2019: Pro-Active De-Energization Post Event Report",sce-psps-postevent-reportjuly-2228-2019-892019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-2228-2019-892019.pdf
SCE,2019,"Jul. 29-Aug. 2, 2019: Pro-Active De-Energization Post Event Report",sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportjuly-29aug-2-2019-8162019.pdf
SCE,2019,"Oct. 2-12, 2019 Pro-Active De-Energization Post Event Report",sce-psps-postevent-reportoct-212-2019-10252019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-212-2019-10252019.pdf
SCE,2019,"Oct. 27-Nov. 4, 2019 Proactive De-Energization Post Event Report",sce-psps-postevent-reportoct-27nov-4-2019-11192019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-reportoct-27nov-4-2019-11192019.pdf
SCE,2019,"Sept. 9-19, 2019: Pro-Active De-Energization Post Event Report",sce-psps-postevent-reportsept-919-2019-1032019.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/consumer-support/documents/psps/2019/sce/sce-psps-postevent-reportsept-919-2019-1032019.pdf
SCE,2020,"Nov. 29-Dec. 4, 2020: PSPS Post Event Report",2020-11-29-sce-psps-post-event-report-final.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/2020-11-29-sce-psps-post-event-report-final.pdf
SCE,2020,"Nov. 14-18, 2020: PSPS Post Event Report",nov-14-18-2020-sce-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-14-18-2020-sce-psps-post-event-report.pdf
SCE,2020,"Nov. 24-28, 2020: PSPS Post Event Report",nov-24-28-2020-sce-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-24-28-2020-sce-psps-post-event-report.pdf
SCE,2020,"Nov. 3-7, 2020: PSPS Post Event Report",nov-3-7-2020-sce-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/nov-3-7-2020-sce-psps-post-event-report.pdf
SCE,2020,"June 25-28, 2020: PSPS Post Event Report",sce-jun-25-28-2020-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf
SCE,2020,"May 27-30, 2020: PSPS Post Event Report",sce-may-27-30-2020-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-may-27-30-2020-psps-post-event-report.pdf
SCE,2020,"Oct, 16, 2020: PSPS Post Event Report",sce-oct-16-2020-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-16-2020-psps-post-event-report.pdf
SCE,2020,"Oct. 23-28, 2020: PSPS Post Event Report",sce-oct-23-28-2020-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf
SCE,2020,"July 31-Aug. 4, 2020: PSPS Post Event Report",sce-psps-post-event-report-2020-july-31-to-august-4.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-psps-post-event-report-2020-july-31-to-august-4.pdf
SCE,2020,"Sept. 5-11, 2020: PSPS Post Event Report",sce-sept-5-11-2020-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-sept-5-11-2020-psps-post-event-report.pdf
SCE,2021,"June 14, 2021: SCE PSPS Post Event Report",2021614sce-post-event-report-final.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/documents/2021614sce-post-event-report-final.pdf
SCE,2021,"Jan 12-21, 2021: SCE PSPS Post Event Report",jan-1221-2021-sce-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/jan-1221-2021-sce-psps-post-event-report.pdf
SCE,2021,"Nov. 21, 2021: SCE PSPS Post Event Report",r1812005-sce-psps-postevent-report-for-112121.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112121.pdf
SCE,2021,"Oct. 22, 2021: SCE PSPS Post Event Report",r1812005sce-psps-postevent-report-for-102221.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-102221.pdf
SCE,2021,"Sept 30, 2021: SCE PSPS Post Event Report",r1812005sce-psps-postevent-report-for-93021.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005sce-psps-postevent-report-for-93021.pdf
SCE,2021,"April 12-13, 2021: SCE PSPS Post Event Report",sce-apr-1213-2021psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-apr-1213-2021psps-post-event-report.pdf
SCE,2021,"Oct. 11, 2021: SCE PSPS Post Event Report",sce-october-11-2021-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-11-2021-psps-post-event-report.pdf
SCE,2021,"Oct. 15, 2021: SCE PSPS Post Event Report",sce-october-15-2021-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-15-2021-psps-post-event-report.pdf
SCE,2021,"Oct. 16-18, 2021: SCE PSPS Post Event Report",sce-october-16-18-2021-psps-post-event-report.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf
SCE,2022,"October 22, 2022: SCE PSPS Post Event Report",r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf
SCE,2022,"November 19, 2022: SCE PSPS Post Event Report",r1812005-sce-psps-post-event-report-for-11-19-22-de-energization-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-19-22-de-energization-event.pdf
SCE,2022,"November 24, 2022: SCE PSPS Post Event Report",r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf
SCE,2022,"September 7-9, 2022: SCE Post Event Report",r1812005-sce-psps-post-event-report-for-9-9-22.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-9-9-22.pdf
SCE,2022,"June 15, 2022: SCE PSPS Post Event Report",sce-psps-post-event-report-for-06-15-22.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/sce-psps-post-event-report-for-06-15-22.pdf
SCE,2022,"July 22-23, 2022: SCE PSPS Post Event Report",wildfire_072222_scepspsposteventreport.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/wildfire_072222_scepspsposteventreport.pdf
SCE,2023,"October 29, 2023: SCE PSPS Post-Event Report",20231029-sce-psps-post-event-reportdeenergizedfinal.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/20231029-sce-psps-post-event-reportdeenergizedfinal.pdf
SCE,2023,"November 26, 2023: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf
SCE,2023,"December 8, 2023: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-report-for-12-9-23-de-energization-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-12-9-23-de-energization-event.pdf
SCE,2023,"November 8, 2023: SCE PSPS Post-Event Report",r1812005-sce-psps-postevent-report-for-11092023-deenergization-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-postevent-report-for-11092023-deenergization-event.pdf
SCE,2023,"October 11, 2023: SCE PSPS Post-Event Report",sce-psps-post-event-report-10-11-2023-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-10-11-2023-event.pdf
SCE,2023,"July 11, 2023: SCE PSPS Post-Event Report",sce-psps-post-event-report-7-11-2023-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-11-2023-event.pdf
SCE,2023,"July 18, 2023: SCE PSPS Post-Event Report",sce-psps-post-event-report-7-18-2023-event.pdf,archive,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf
SCE,2024,"August 8, 2024: SCE PSPS Post-Event Repot",20240808sce-psps-post-event-reportdeenergizedfinal.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20240808sce-psps-post-event-reportdeenergizedfinal.pdf
SCE,2024,"December 14, 2024: SCE PSPS Post-Event Report",20241217sce-psps-post-event-reportdeenergized-final.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/20241217sce-psps-post-event-reportdeenergized-final.pdf
SCE,2024,"August 23, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-august-24-2024.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-august-24-2024.pdf
SCE,2024,"December 5, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-5-2024-high-threat.pdf
SCE,2024,"December 9, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-december-9-2024-de-energization.pdf
SCE,2024,"July 21, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-july-19-2024-high-threat.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-19-2024-high-threat.pdf
SCE,2024,"July 26, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-july-26-2024-high-threat.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-july-26-2024-high-threat.pdf
SCE,2024,"October 2, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-1-2024-de-energization.pdf
SCE,2024,"October 17, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-october-17-2024-de-energization.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-17-2024-de-energization.pdf
SCE,2024,"October 27, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf
SCE,2024,"October 9, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-8-2024-high-threat.pdf
SCE,2024,"September 15, 2024: SCE PSPS Post-Event Report",r1812005-sce-psps-post-event-report-for-9-15-24-high-threat-event.pdf,current,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-15-24-high-threat-event.pdf
