match,utility,report_id,warehouse_event,dataset_customers,warehouse_customers,customers_diff,customers_diff_pct,dataset_first_date,warehouse_first_date,first_date_diff_days,dataset_last_date,warehouse_last_date,last_date_diff_days,dataset_counties,warehouse_counties,dataset_county_names,warehouse_county_names,dataset_time_source,dataset_first_is_listing_date
dataset_only_outside_window,SCE,sce__sce_oct_16_2020_psps_post_event_report,,86,,,,2020-10-16,,,2020-10-16,,,2,,Los Angeles; Ventura,,PDF page 5,False
dataset_only_outside_window,SCE,sce__sce_oct_23_28_2020_psps_post_event_report,,36307,,,,2020-10-26,,,2020-10-29,,,6,,Kern; Ventura; Los Angeles; San Bernardino; Orange; Riverside,,PDF page 6,False
dataset_only_outside_window,SCE,sce__sce_psps_post_event_report_2020_july_31_to_august_4,,17,,,,2020-08-02,,,2020-08-04,,,2,,Kern; Los Angeles,,PDF page 3,False
dataset_only_outside_window,SCE,sce__sce_sept_5_11_2020_psps_post_event_report,,252,,,,2020-09-09,,,2020-09-12,,,2,,Los Angeles; Ventura,,PDF page 8,False
dataset_only_outside_window_no_shutoff,SCE,sce__2021614sce_post_event_report_final,,0,,,,2021-06-14,,,,,,0,,,,,True
dataset_only_outside_window,SCE,sce__jan_1221_2021_sce_psps_post_event_report,,114341,,,,2021-01-14,,,2021-01-21,,,8,,Fresno; Kern; Madera; Los Angeles; Orange; Riverside; San Bernardino; Ventura,,PDF page 8,False
dataset_only_outside_window,SCE,sce__r1812005sce_psps_postevent_report_for_93021,,9,,,,2021-09-30,,,2021-09-30,,,1,,Los Angeles,,PDF page 9,False
dataset_only_outside_window,SCE,sce__sce_apr_1213_2021psps_post_event_report,,78,,,,2021-04-13,,,2021-04-13,,,2,,Inyo; Mono,,PDF page 5,False
dataset_only_in_window_no_shutoff,SCE,sce__sce_october_16_18_2021_psps_post_event_report,,0,,,,2021-10-16,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_report_for_10_22_22_high_threat_event,,0,,,,2022-10-22,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_report_for_9_9_22,,0,,,,2022-09-07,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__sce_psps_post_event_report_for_06_15_22,,0,,,,2022-06-15,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_report_for_11_26_23_high_threat_event,,0,,,,2023-11-26,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__sce_psps_post_event_report_10_11_2023_event,,0,,,,2023-10-11,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__sce_psps_post_event_report_7_18_2023_event,,0,,,,2023-07-18,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_for_december_5_2024_high_threat,,0,,,,2024-12-05,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_for_july_19_2024_high_threat,,0,,,,2024-07-21,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_for_july_26_2024_high_threat,,0,,,,2024-07-26,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_for_october_8_2024_high_threat,,0,,,,2024-10-09,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_report_for_9_15_24_high_threat_event,,0,,,,2024-09-15,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005sce_psps_post_event_report_for_61424_high_threat_event,,0,,,,2024-06-14,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005sce_psps_postevent_for_december_26_2024_highthreat,,0,,,,2024-12-26,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005sce_psps_postevent_for_december_31_2024_highthreat,,0,,,,2024-12-31,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005sce_psps_postevent_for_november_28_2024_highthreat_event,,0,,,,2024-11-28,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SCE,sce__r1812005_sce_psps_post_event_for_may_22_2025_high_threat,,0,,,,2025-05-22,,,,,,0,,,,,True
dataset_only_outside_window,SCE,sce__r1812005_sce_psps_post_event_report_for_7_26_26_de_energization_event,,65,,,,2026-07-26,,,,,,1,,Kern,,,True
dataset_only_outside_window,SCE,sce__r1812005sce_psps_postevent_for_july_22_2026_deenergization,,785,,,,2026-07-22,,,2026-07-23,,,1,,Santa Barbara,,PDF page 97,False
dataset_only_outside_window,SCE,sce__r1812005sce_psps_postevent_report_for_july_15_2026_deenergization,,453,,,,2026-07-15,,,2026-07-16,,,1,,Santa Barbara,,PDF page 100,False
dataset_only_outside_window,SCE,sce__sce_psps_postevent_report_for_june_26_2026_deenergization,,750,,,,2026-06-26,,,2026-06-28,,,5,,Inyo; Kern; Mono; San Bernardino; Tulare,,PDF page 97,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_dec_14_15_2017,,650,,,,2017-12-14,,,2017-12-15,,,,,,,PDF page 3,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_dec_4_2017,,14000,,,,2017-12-05,,,2017-12-11,,,,,,,PDF page 3,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_oct_20_21_2017,,3,,,,2017-10-20,,,2017-10-21,,,,,,,PDF page 2,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_sept_21_22_2017,,3,,,,2017-09-21,,,2017-09-22,,,,,,,PDF page 2,False
dataset_only_outside_window,SDG&E,sdge__sdgedeenergizationreportoct23252017,,88,,,,2017-10-23,,,2017-10-25,,,,,,,PDF page 3,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_jan_27_29_2018,,5800,,,,2018-01-27,,,2018-01-29,,,1,,San Diego,,PDF page 3,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_nov_11_16_2018,,20837,,,,2018-11-11,,,2018-11-16,,,1,,San Diego County,,PDF page 5,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_oct_15_16_2018,,379,,,,2018-10-15,,,2018-10-16,,,1,,San Diego County,,PDF page 3,False
dataset_only_outside_window,SDG&E,sdge__sdge_de_energization_report_oct_19_20_2018,,19,,,,2018-10-19,,,2018-10-20,,,,,,,PDF page 3,False
dataset_only_outside_window_no_shutoff,SDG&E,sdge__sdge_de_energization_report_nov_89_2018,,0,,,,2018-11-08,,,,,,0,,,,,True
dataset_only_outside_window,SDG&E,sdge__sdge_post_event_psps_report_october_10_to_11_2019,,395,,,,2019-10-10,,,2019-10-11,,,1,,San Diego County,,PDF page 5,False
dataset_only_outside_window_no_shutoff,SDG&E,sdge__sdge_post_event_psps_report_october_20november_1_0,,,,,,2019-10-24,,,2019-11-01,,,2,,San Diego; Orange,,PDF page 8,False
dataset_only_outside_window,SDG&E,sdge__sdge_psps_report_nov_1719_2019_1232019,,21,,,,2019-11-17,,,2019-11-18,,,1,,San Diego,,PDF page 6,False
dataset_only_outside_window,SDG&E,sdge__sdge_oct_26_27_2020_psps_post_event_report,,4373,,,,2020-10-26,,,2020-10-27,,,1,,San Diego County,,PDF page 10,False
dataset_only_outside_window,SDG&E,sdge__sdge_psps_post_event_report_december_23_24_final,,6797,,,,2020-12-23,,,2020-12-24,,,1,,San Diego,,PDF page 8,False
dataset_only_outside_window_no_shutoff,SDG&E,sdge__sdge_psps_postevent_reportnov_26dec_9_12232020,,,,,,2020-12-02,,,2020-12-10,,,1,,San Diego,,PDF page 13,False
dataset_only_outside_window_no_shutoff,SDG&E,sdge__sdge_sept_28_29_2020_psps_post_event_report,,0,,,,2020-09-28,,,,,,0,,,,,True
dataset_only_outside_window,SDG&E,sdge__sdge_sept_8_9_2020_psps_post_event_report,,49,,,,2020-09-08,,,2020-09-09,,,1,,San Diego,,PDF page 8,False
dataset_only_outside_window_no_shutoff,SDG&E,sdge__jan_1416_2021_sdge_psps_post_event_report,,0,,,,2021-01-14,,,,,,0,,,,,True
dataset_only_in_window_no_shutoff,SDG&E,sdge__r1812005_sdge_psps_postevent_report_oct_2931_2023_11_14_2023,,0,,,,2023-10-29,,,,,,0,,,,,True
